iter	Logloss
170	0.4724089283
171	0.4718373448
172	0.4716068103
173	0.4713406583
174	0.4707157711
175	0.4703129285
176	0.46987234
177	0.4695653645
178	0.4692004581
179	0.4685670758
180	0.4682234911
181	0.4678653863
182	0.4674633677
183	0.4670711281
184	0.4667101424
185	0.4664142568
186	0.4661591927
187	0.4656716049
188	0.4651356088
189	0.4648504736
190	0.4645447007
191	0.4643105372
192	0.4640245314
193	0.4633590375
194	0.4629510543
195	0.4624612578
196	0.462266928
197	0.4619145242
198	0.4616779232
199	0.4613654207
200	0.4607906121
201	0.4604723954
202	0.4600540027
203	0.4597102096
204	0.4593358686
205	0.4586477883
206	0.4580585671
207	0.4578564394
208	0.4575704156
209	0.457102129
210	0.456746842
211	0.4564367125
212	0.4562677152
213	0.4557564014
214	0.4550814615
215	0.4548412603
216	0.454436049
217	0.4540641549
218	0.4539048382
219	0.453293544
220	0.4529197521
221	0.452349075
222	0.451990824
223	0.4517156415
224	0.4509447003
225	0.4502752648
226	0.4498468197
227	0.4494366811
228	0.4492142838
229	0.4489417061
230	0.4485366554
231	0.4480268163
232	0.4477890433
233	0.4474345924
234	0.4472836014
235	0.4469052599
236	0.4462359296
237	0.4459382174
238	0.4454664477
239	0.4451513137
240	0.4448022551
241	0.4445242841
242	0.4443406599
243	0.4438101659
244	0.44343234
245	0.4430578094
246	0.4427156746
247	0.4422653824
248	0.4418897787
249	0.4416334254
250	0.4414250839
251	0.4410988638
252	0.4408739112
253	0.4404238022
254	0.4401677533
255	0.4396662654
256	0.4392447096
257	0.4388810068
258	0.4387520288
259	0.4384589243
260	0.4382375265
261	0.4377754227
262	0.4375680548
263	0.437263379
264	0.4370856222
265	0.4368577802
266	0.436660805
267	0.4363262321
268	0.4361326149
269	0.4358697102
270	0.4355845845
271	0.4351383795
272	0.434579391
273	0.4340983604
274	0.4338295347
275	0.4335769111
276	0.4333840672
277	0.4331320378
278	0.4328463012
279	0.4319553955
280	0.4311197961
281	0.4304734018
282	0.4299080875
283	0.4294968684
284	0.4290134823
285	0.4287984138
286	0.4283383658
287	0.4279409673
288	0.4273769162
289	0.4270155903
290	0.4266507492
291	0.4262167425
292	0.4258554415
293	0.4256295765
294	0.4252283657
295	0.4249765899
296	0.4242858836
297	0.4237675218
298	0.4230710535
299	0.4227838932
300	0.42234866
301	0.4218062665
302	0.4216310556
303	0.4213150958
304	0.4210988566
305	0.4204889942
306	0.4200739357
307	0.4199327494
308	0.4195532405
309	0.4189292602
310	0.4185986417
311	0.4182048328
312	0.4179512156
313	0.4174153787
314	0.4170318648
315	0.4167138064
316	0.416440138
317	0.4162094585
318	0.4159388826
319	0.4156318564
320	0.4152453496
321	0.4148956062
322	0.4146123779
323	0.4143201688
324	0.4140856205
325	0.4139128691
326	0.4136124752
327	0.4134591016
328	0.413153383
329	0.4129363997
330	0.4125829303
331	0.4123091842
332	0.4119028626
333	0.4115579453
334	0.4111623215
335	0.410953712
336	0.4108102716
337	0.4106073492
338	0.4103485686
339	0.4101663019
340	0.4098159174
341	0.4096166367
342	0.4093342222
343	0.4090783931
344	0.4088317267
345	0.408579168
346	0.4083014408
347	0.4081076752
348	0.4075594813
349	0.4071966236
350	0.4069764487
351	0.4068009116
352	0.4066206898
353	0.406188613
354	0.4058419973
355	0.4054892718
356	0.4052276844
357	0.4050935822
358	0.4046948534
359	0.4043973183
360	0.4040303368
361	0.4036227489
362	0.403338307
363	0.4029745686
364	0.4026211018
365	0.4023267834
366	0.4020662459
367	0.4012667552
368	0.4009010626
369	0.4004684528
370	0.4001787124
371	0.3999333623
372	0.3996805128
373	0.399164849
374	0.3989064494
375	0.3983958076
376	0.397960152
377	0.3978710543
378	0.3976466951
379	0.3970265501
380	0.3967541266
381	0.3963852099
382	0.3961600992
383	0.395971356
384	0.3957672523
385	0.3954941851
386	0.3952960507
387	0.3951026824
388	0.3949319265
389	0.3946716007
390	0.3942297366
391	0.3938635851
392	0.3936249608
393	0.3935255826
394	0.3932904552
395	0.3929397975
396	0.3927711506
397	0.3926012603
398	0.3923015551
399	0.3920985769
400	0.3918980675
401	0.3916970605
402	0.3912850106
403	0.391124776
404	0.3910048465
405	0.3908587964
406	0.3904923936
407	0.3903890302
408	0.3901968082
409	0.3900217364
410	0.3898744769
411	0.3895174362
412	0.389105438
413	0.3888406951
414	0.3886446958
415	0.3885604474
416	0.3885007192
417	0.3883227613
418	0.3879437786
419	0.3876655741
420	0.3873674301
421	0.3869626194
422	0.386650718
423	0.3864232008
424	0.3860513189
425	0.3856512364
426	0.3853162847
427	0.385045775
428	0.3847674737
429	0.3846101892
430	0.3842729
431	0.3839428041
432	0.3837118089
433	0.3834709885
434	0.3831627805
435	0.3825701906
436	0.3823879219
437	0.3821846928
438	0.381918973
439	0.3817409884
440	0.3813544527
441	0.3811770845
442	0.3807359357
443	0.3805091548
444	0.3802533232
445	0.3799561076
446	0.3796361613
447	0.3793753281
448	0.3790578758
449	0.3787460338
450	0.3786141057
451	0.378349182
452	0.3781614837
453	0.3779058712
454	0.3775772955
455	0.3772523261
456	0.3768424936
457	0.3764321838
458	0.3762903984
459	0.3761127071
460	0.3758006779
461	0.3756158373
462	0.3754676703
463	0.3753819498
464	0.3752141748
465	0.37484733
466	0.3745806847
467	0.3742120782
468	0.3737428105
469	0.373512623
470	0.3732366848
471	0.3730339541
472	0.3728864224
473	0.3726504209
474	0.3725015865
475	0.3723932878
476	0.3718893839
477	0.3716599528
478	0.3714400945
479	0.3713020353
480	0.3711098046
481	0.3707854873
482	0.3704622354
483	0.3702301466
484	0.370069658
485	0.3697861141
486	0.3696017007
487	0.3693142879
488	0.3691579107
489	0.3688596103
490	0.3685761404
491	0.3684926366
492	0.3682857429
493	0.3681639912
494	0.3680463508
495	0.3678500341
496	0.367592571
497	0.3673649406
498	0.3671933898
499	0.3669919831
500	0.3668007756
501	0.3665175072
502	0.366315615
503	0.3660614206
504	0.3656219997
505	0.3653996507
506	0.3650221917
507	0.364549928
508	0.3643169096
509	0.3640929659
510	0.3638428121
511	0.3635791771
512	0.3633905562
513	0.3632786698
514	0.3630112942
515	0.3628195297
516	0.3625921647
517	0.362454335
518	0.3619497709
519	0.3616620847
520	0.3614832504
521	0.3612501718
522	0.3609554482
523	0.3605607664
524	0.3601558906
525	0.3600453546
526	0.3599487248
527	0.3597386482
528	0.35961972
529	0.3593322395
530	0.3590774562
531	0.3588342821
532	0.3586612007
533	0.3584062334
534	0.3579025922
535	0.3577936359
536	0.35765567
537	0.3574662752
538	0.35725442
539	0.3569443792
540	0.3567672211
541	0.3565148194
542	0.3563342457
543	0.3561550343
544	0.3557682591
545	0.3556202579
546	0.3551584371
547	0.3548349226
548	0.3543807341
549	0.3541700489
550	0.3539562058
551	0.3534305273
552	0.3529767706
553	0.3528147376
554	0.3525192977
555	0.3521358177
556	0.3519042122
557	0.3516757942
558	0.351392799
559	0.3511620532
560	0.3509223815
561	0.350662967
562	0.350497266
563	0.3503722265
564	0.3502838547
565	0.349972829
566	0.3496734651
567	0.3493497341
568	0.349219217
569	0.3490585108
570	0.3486592703
571	0.3484563284
572	0.3483475267
573	0.3482744997
574	0.3481647789
575	0.3479948735
576	0.3478734262
577	0.3476136109
578	0.3474334986
579	0.346986622
580	0.3467372798
581	0.3466108806
582	0.3464857836
583	0.3462277857
584	0.3461039033
585	0.3458297742
586	0.3456673509
587	0.3455194204
588	0.3453806034
589	0.345299497
590	0.3451795734
591	0.3447666537
592	0.3442647274
593	0.3440109109
594	0.3438647266
595	0.3435516519
596	0.343204486
597	0.3430206796
598	0.3428219161
599	0.3425039826
600	0.3422916829
601	0.3420671012
602	0.341913495
603	0.341467566
604	0.3413166533
605	0.3410558648
606	0.3408073997
607	0.3405597834
608	0.3403891845
609	0.3402719082
610	0.3401812189
611	0.3400153394
612	0.3398667154
613	0.3397343647
614	0.3394912081
615	0.3393572127
616	0.3392316365
617	0.3391296594
618	0.3388342419
619	0.338550176
620	0.3382827264
621	0.3380982354
622	0.3380059298
623	0.3378638406
624	0.3376712448
625	0.3374326584
626	0.3369072199
627	0.3366309284
628	0.3364327784
629	0.3360066023
630	0.3358105635
631	0.335538374
632	0.3352673199
633	0.3349294074
634	0.3346871371
635	0.3344844233
636	0.3343414961
637	0.3342098293
638	0.3340503851
639	0.3339321854
640	0.3335351896
641	0.3333103079
642	0.3331174793
643	0.3329844129
644	0.3328510509
645	0.332721926
646	0.3324772459
647	0.3321361087
648	0.3320579408
649	0.3317845295
650	0.3316067138
651	0.33148694
652	0.331350473
653	0.331162258
654	0.3309302037
655	0.330647711
656	0.3305118269
657	0.3303820838
658	0.330205531
659	0.3301259957
660	0.3299424898
661	0.3296994236
662	0.3293802878
663	0.3291742463
664	0.328884979
665	0.3287786004
666	0.3284898616
667	0.3283508324
668	0.3280491793
669	0.3278973248
670	0.3277172575
671	0.327571504
672	0.3273967913
673	0.3271428456
674	0.326777867
675	0.3265791438
676	0.3264425896
677	0.3262677233
678	0.3260318842
679	0.3258883001
680	0.3257533564
681	0.3255774188
682	0.3255007265
683	0.325328022
684	0.3251752434
685	0.3249538834
686	0.3248820478
687	0.3247290756
688	0.324501487
689	0.3243467636
690	0.324248107
691	0.3239759958
692	0.3237896807
693	0.3236442384
694	0.3231661136
695	0.3229148404
696	0.3225059699
697	0.3223652139
698	0.3222043169
699	0.3219683359
700	0.3218243975
701	0.3216013992
702	0.3213264919
703	0.3211339064
704	0.320976842
705	0.3207453327
706	0.3204401986
707	0.3203261548
708	0.3201953166
709	0.3199121962
710	0.3198375616
711	0.3196241351
712	0.3192557346
713	0.3191449601
714	0.3190350375
715	0.3188561805
716	0.3187621933
717	0.3186163194
718	0.3184164469
719	0.3181431519
720	0.3180547028
721	0.317962675
722	0.3178007339
723	0.3177011917
724	0.3173331949
725	0.3170274463
726	0.3168545627
727	0.3166496483
728	0.3164789569
729	0.3163242251
730	0.316115379
731	0.3159932597
732	0.3158004282
733	0.3156164194
734	0.3154685203
735	0.3153582736
736	0.3151865358
737	0.3151107554
738	0.3149666659
739	0.3148469485
740	0.3145860375
741	0.3143492827
742	0.3139622009
743	0.3138413091
744	0.3136940149
745	0.3136549715
746	0.3135100649
747	0.3133654715
748	0.3130585669
749	0.3129040758
750	0.3127812086
751	0.3127017214
752	0.3126009868
753	0.3125268523
754	0.312474653
755	0.3122265097
756	0.3121105366
757	0.3119957857
758	0.3118407928
759	0.3115435839
760	0.3114041557
761	0.311332188
762	0.3111190024
763	0.3109101336
764	0.3106742212
765	0.3105745258
766	0.3104701376
767	0.310312052
768	0.3101868993
769	0.3099906931
770	0.3098716847
771	0.3098080049
772	0.3097158564
773	0.3096241943
774	0.3095015506
775	0.3091340514
776	0.3088870997
777	0.3086695243
778	0.3084498207
779	0.3083224768
780	0.3081241597
781	0.308008557
782	0.3078383222
783	0.3077011379
784	0.3075926624
785	0.307444995
786	0.3069792552
787	0.3067477944
788	0.3066872045
789	0.3064300048
790	0.3062980246
791	0.306198929
792	0.3061047674
793	0.3059867815
794	0.3059391117
795	0.3058305638
796	0.3057586475
797	0.3054959485
798	0.30539141
799	0.3052820131
800	0.3051765559
801	0.3050638049
802	0.3049300803
803	0.3048053644
804	0.3046480683
805	0.3045833123
806	0.3044884954
807	0.3043716926
808	0.3042662093
809	0.30410099
810	0.3038855242
811	0.3037737809
812	0.3036030254
813	0.3034477864
814	0.3032359989
815	0.3030656329
816	0.3029431986
817	0.3027577795
818	0.3025578279
819	0.3024060193
820	0.3023628482
821	0.302337639
822	0.3021924876
823	0.3018955096
824	0.3014206438
825	0.3011195419
826	0.300995719
827	0.3008722918
828	0.300762416
829	0.300658058
830	0.300483572
831	0.3002001545
832	0.3000013103
833	0.2996147058
834	0.2994606033
835	0.299209216
836	0.2991255696
837	0.2989139674
838	0.2986901887
839	0.2985238755
840	0.2983906198
841	0.2982265499
842	0.2980633578
843	0.2978081833
844	0.2976394207
845	0.2974368046
846	0.2972789648
847	0.2970961333
848	0.29699499
849	0.2969057981
850	0.2966381019
851	0.2964795058
852	0.2963633342
853	0.29623831
854	0.2961458181
855	0.2960074348
856	0.2957763251
857	0.2954820155
858	0.2953990638
859	0.2952639868
860	0.2951823858
861	0.2950864798
862	0.2949018927
863	0.2946951329
864	0.2944939335
865	0.2944100707
866	0.2943015704
867	0.2941985605
868	0.2940610012
869	0.2939632582
870	0.2939297838
871	0.293812596
872	0.2937282742
873	0.2934532397
874	0.293299651
875	0.2931780781
876	0.2930613307
877	0.2929276031
878	0.2927964651
879	0.2926518569
880	0.2924583822
881	0.2922438484
882	0.2921487563
883	0.2920808665
884	0.2919613502
885	0.2918360677
886	0.2916873392
887	0.2916204981
888	0.2915701809
889	0.2914458092
890	0.291199753
891	0.291060089
892	0.2909674241
893	0.2907216665
894	0.2905714633
895	0.2904728282
896	0.2904028256
897	0.2902477284
898	0.2900888749
899	0.290010182
900	0.2898950957
901	0.2897488711
902	0.2894842112
903	0.289318237
904	0.2892381341
905	0.2890284026
906	0.288847314
907	0.2887293476
908	0.2885862971
909	0.2884966072
910	0.288346199
911	0.2881639026
912	0.288054335
913	0.2879109384
914	0.2876331986
915	0.2874180117
916	0.2873187411
917	0.2871602467
918	0.2870931952
919	0.2869695657
920	0.2868167822
921	0.286513875
922	0.2862831799
923	0.2861856829
924	0.2860586747
925	0.2859733057
926	0.2857828491
927	0.2856350247
928	0.2853935259
929	0.2851271879
930	0.2850644916
931	0.2849728403
932	0.2848333277
933	0.2846057955
934	0.284387358
935	0.2841072365
936	0.2838473877
937	0.2836646648
938	0.2834748184
939	0.2832533914
940	0.2831095523
941	0.2830402747
942	0.2829400286
943	0.2828880671
944	0.2827908405
945	0.2826964972
946	0.2826318311
947	0.2825664016
948	0.2824080179
949	0.2822998667
950	0.2821979614
951	0.2820194189
952	0.2819391588
953	0.2818712542
954	0.2816787007
955	0.2815722507
956	0.281338735
957	0.2811203235
958	0.2810104763
959	0.2809443785
960	0.2806957438
961	0.2804814222
962	0.2803854328
963	0.2802461049
964	0.280137567
965	0.2800152205
966	0.2798507688
967	0.2797321426
968	0.2795820326
969	0.2795198026
970	0.2794036562
971	0.2792148019
972	0.2791107102
973	0.279021979
974	0.2789406443
975	0.2787998408
976	0.2786738698
977	0.2785882739
978	0.2784804425
979	0.2783987742
980	0.2782616999
981	0.2781645043
982	0.2780611645
983	0.2780153933
984	0.2779484003
985	0.2778626579
986	0.2777782162
987	0.2776653456
988	0.2775786079
989	0.277427062
990	0.2773406178
991	0.2772759299
992	0.2771758062
993	0.2770061738
994	0.2769263104
995	0.2767530297
996	0.2765666375
997	0.276364174
998	0.2762497078
999	0.2761584249
